trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Introduction.started,Introduction.stopped,EndTaskKey.keys,EndTaskKey.rt,EndTaskKey.started,EndTaskKey.stopped,instructions.started,instructions.stopped,KyeNext.keys,KyeNext.rt,KyeNext.started,KyeNext.stopped,introduction2.started,introduction2.stopped,SpaceBar.keys,SpaceBar.rt,SpaceBar.started,SpaceBar.stopped,text_start.started,text_start.stopped,srart_key.keys,srart_key.rt,srart_key.started,srart_key.stopped,key_resp2.keys,key_resp2.rt,key_resp2.started,key_resp2.stopped,image.started,image.stopped,text_2.started,text_2.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,A.started,A.stopped,A.numClicks,A.timesOn,A.timesOff,B.started,B.stopped,B.numClicks,B.timesOn,B.timesOff,text_3.started,text_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,use_eyetracking,date,expName,psychopyVersion,frameRate,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,3.9411791000165977,109.06006530000013,None,109.06006530000013,None,109.06006530000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9621982999960892,113.08060029998887,None,113.08060029998887,None,113.08060029998887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30092592592592593,-0.12685185185185185,1,0,0,0.8575857999967411,B,0.005633019987726584,None,114.14820029999828,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",114.14820029999828,None,5,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925, 0.9914329999883194, 0.8574286000221036]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081, 0.991437099990435, 0.857432200020412]",114.14820029999828,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30092592592592593,-0.12685185185185185,1,0,0,0.0002708999963942915,B,0.008615019993158057,None,115.01096401998366,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",115.01096401998366,None,5,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925, 0.9914329999883194, 0.8574286000221036]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081, 0.991437099990435, 0.00010040000779554248]",115.01096401998366,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30092592592592593,-0.12685185185185185,1,0,0,0.00028849998489022255,B,0.002586119982879609,None,115.01096401998366,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",115.01096401998366,None,5,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925, 0.9914329999883194, 0.8574286000221036]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081, 0.991437099990435, 9.869999485090375e-05]",115.01096401998366,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30092592592592593,-0.12685185185185185,1,0,0,0.00026760000037029386,B,0.013427239988232031,None,115.02766703998205,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",115.02766703998205,None,5,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925, 0.9914329999883194, 0.8574286000221036]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081, 0.991437099990435, 9.76000155787915e-05]",115.02766703998205,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30092592592592593,-0.12685185185185185,1,0,0,0.0002665999927558005,B,0.00842413998907432,None,115.02766703998205,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",115.02766703998205,None,5,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925, 0.9914329999883194, 0.8574286000221036]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081, 0.991437099990435, 9.950000094249845e-05]",115.02766703998205,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30092592592592593,-0.12685185185185185,1,0,0,0.00026309999520890415,B,0.0024606399820186198,None,115.02766703998205,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",115.02766703998205,None,5,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925, 0.9914329999883194, 0.8574286000221036]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081, 0.991437099990435, 9.669997962191701e-05]",115.02766703998205,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30092592592592593,-0.12685185185185185,1,0,0,0.0002690000110305846,B,0.014109159965300933,None,115.04437005998044,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",115.04437005998044,None,5,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925, 0.9914329999883194, 0.8574286000221036]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081, 0.991437099990435, 9.670000872574747e-05]",115.04437005998044,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30092592592592593,-0.12685185185185185,1,0,0,0.0002665999927558005,B,0.00816395998117514,None,115.04437005998044,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",115.04437005998044,None,5,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925, 0.9914329999883194, 0.8574286000221036]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081, 0.991437099990435, 9.679998038336635e-05]",115.04437005998044,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30092592592592593,-0.12685185185185185,1,0,0,0.0002683000057004392,B,0.0031391599914059043,None,115.04437005998044,None,3,"[2.7281895000196528, 4.3563983000058215, 1.9901179000153206]","[2.7281942999979947, 4.356401700002607, 1.990121300012106]",115.04437005998044,None,5,"[1.2897245999774896, 0.823417999985395, 0.8897186999965925, 0.9914329999883194, 0.8574286000221036]","[1.2897286999796052, 0.8234215999837033, 0.8897227999987081, 0.991437099990435, 9.799998952075839e-05]",115.04437005998044,None,,,,,,,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1064086999977,None,space,1.9422427999961656,115.1064086999977,None,demo121,001,False,2022_May_11_1728,EyeTrackingStudy,2021.2.1,59.85217709270513,
